Date,High,Low,Open,Close,Volume,Adj Close
2017-02-14,28393.419921875,28263.44921875,28386.119140625,28339.310546875,11700.0,28339.310546875
2017-02-15,28382.3203125,28102.23046875,28270.109375,28155.560546875,17800.0,28155.560546875
2017-02-16,28327.83984375,28146.189453125,28223.849609375,28301.26953125,9700.0,28301.26953125
2017-02-17,28726.259765625,28410.91015625,28670.4296875,28468.75,15000.0,28468.75
2017-02-20,28696.529296875,28419.26953125,28481.91015625,28661.580078125,8900.0,28661.580078125
2017-02-21,28801.0,28597.330078125,28716.69921875,28761.58984375,8400.0,28761.58984375
2017-02-22,28963.51953125,28789.30078125,28822.400390625,28864.7109375,16300.0,28864.7109375
2017-02-23,29065.310546875,28860.4609375,28927.669921875,28892.970703125,18400.0,28892.970703125
2017-02-27,28961.830078125,28791.189453125,28910.5,28812.880859375,12000.0,28812.880859375
2017-02-28,28876.5390625,28721.119140625,28825.189453125,28743.3203125,10700.0,28743.3203125
2017-03-01,29029.169921875,28824.169921875,28849.0390625,28984.490234375,14600.0,28984.490234375
2017-03-02,29145.619140625,28784.310546875,29117.380859375,28839.7890625,10800.0,28839.7890625
2017-03-03,28860.130859375,28716.2109375,28827.5,28832.44921875,9300.0,28832.44921875
2017-03-06,29070.19921875,28856.119140625,28859.2109375,29048.189453125,12100.0,29048.189453125
2017-03-07,29098.169921875,28957.6796875,29092.16015625,28999.560546875,9700.0,28999.560546875
2017-03-08,29022.3203125,28815.48046875,29021.060546875,28901.939453125,16300.0,28901.939453125
2017-03-09,28986.720703125,28815.01953125,28909.69921875,28929.130859375,401500.0,28929.130859375
2017-03-10,29076.630859375,28851.0390625,29006.0,28946.23046875,15900.0,28946.23046875
2017-03-14,29561.9296875,29356.05078125,29437.23046875,29442.630859375,29200.0,29442.630859375
2017-03-15,29500.080078125,29358.91015625,29452.859375,29398.109375,392500.0,29398.109375
2017-03-16,29614.7890625,29482.830078125,29482.830078125,29585.849609375,18400.0,29585.849609375
2017-03-17,29824.619140625,29601.859375,29755.740234375,29648.990234375,14500.0,29648.990234375
2017-03-20,29699.48046875,29482.400390625,29653.5390625,29518.740234375,400800.0,29518.740234375
2017-03-21,29585.05078125,29380.140625,29525.880859375,29485.44921875,11500.0,29485.44921875
2017-03-22,29341.41015625,29137.48046875,29341.41015625,29167.6796875,14700.0,29167.6796875
2017-03-23,29373.7890625,29198.080078125,29201.009765625,29332.16015625,26000.0,29332.16015625
2017-03-24,29539.849609375,29350.169921875,29350.599609375,29421.400390625,21000.0,29421.400390625
2017-03-27,29420.69921875,29163.5390625,29395.6796875,29237.150390625,15100.0,29237.150390625
2017-03-28,29442.1796875,29301.220703125,29301.220703125,29409.51953125,33500.0,29409.51953125
2017-03-29,29554.390625,29439.419921875,29463.009765625,29531.4296875,41600.0,29531.4296875
2017-03-30,29684.5390625,29521.650390625,29538.029296875,29647.419921875,15700.0,29647.419921875
2017-03-31,29687.640625,29552.609375,29633.91015625,29620.5,11800.0,29620.5
2017-04-03,29926.939453125,29705.720703125,29737.73046875,29910.220703125,10100.0,29910.220703125
2017-04-05,30007.48046875,29817.689453125,29996.029296875,29974.240234375,11200.0,29974.240234375
2017-04-06,29954.25,29817.58984375,29946.890625,29927.33984375,11300.0,29927.33984375
2017-04-07,29886.119140625,29668.44921875,29850.7109375,29706.609375,14700.0,29706.609375
2017-04-10,29831.3203125,29553.0390625,29752.619140625,29575.740234375,10700.0,29575.740234375
2017-04-11,29804.509765625,29570.580078125,29630.060546875,29788.349609375,10800.0,29788.349609375
2017-04-12,29838.8203125,29549.740234375,29838.8203125,29643.48046875,8500.0,29643.48046875
2017-04-13,29660.48046875,29442.259765625,29637.119140625,29461.44921875,10700.0,29461.44921875
2017-04-17,29494.080078125,29363.279296875,29470.26953125,29413.66015625,6700.0,29413.66015625
2017-04-18,29701.189453125,29286.380859375,29487.779296875,29319.099609375,12100.0,29319.099609375
2017-04-19,29388.25,29241.48046875,29369.900390625,29336.5703125,11600.0,29336.5703125
2017-04-20,29453.060546875,29341.6796875,29358.58984375,29422.390625,14600.0,29422.390625
2017-04-21,29584.33984375,29259.419921875,29575.66015625,29365.30078125,11300.0,29365.30078125
2017-04-24,29681.330078125,29392.990234375,29407.6796875,29655.83984375,8900.0,29655.83984375
2017-04-25,29961.8203125,29780.83984375,29825.140625,29943.240234375,8600.0,29943.240234375
2017-04-26,30167.08984375,29968.5703125,30030.19921875,30133.349609375,10900.0,30133.349609375
2017-04-27,30184.220703125,29973.400390625,30141.390625,30029.740234375,10700.0,30029.740234375
2017-04-28,30067.640625,29848.2109375,30064.599609375,29918.400390625,11300.0,29918.400390625
2017-05-02,30069.240234375,29804.119140625,30021.490234375,29921.1796875,11700.0,29921.1796875
2017-05-03,30020.58984375,29846.5703125,29984.94921875,29894.80078125,11300.0,29894.80078125
2017-05-04,30169.94921875,30007.400390625,30069.720703125,30126.2109375,22300.0,30126.2109375
2017-05-05,30176.55078125,29823.599609375,30142.140625,29858.80078125,15900.0,29858.80078125
2017-05-08,30016.0390625,29877.41015625,29915.119140625,29926.150390625,10000.0,29926.150390625
2017-05-09,30017.8203125,29911.439453125,29977.5,29933.25,8400.0,29933.25
2017-05-10,30271.599609375,29987.439453125,29988.779296875,30248.169921875,11000.0,30248.169921875
2017-05-11,30366.4296875,30207.109375,30309.7109375,30250.98046875,10700.0,30250.98046875
2017-05-12,30299.740234375,30111.44921875,30285.609375,30188.150390625,11100.0,30188.150390625
2017-05-15,30357.9609375,30273.619140625,30287.369140625,30322.119140625,8000.0,30322.119140625
2017-05-16,30591.55078125,30363.369140625,30391.48046875,30582.599609375,13600.0,30582.599609375
2017-05-17,30692.44921875,30519.140625,30616.529296875,30658.76953125,14900.0,30658.76953125
2017-05-18,30575.830078125,30393.720703125,30466.8203125,30434.7890625,16200.0,30434.7890625
2017-05-19,30712.349609375,30338.51953125,30539.650390625,30464.919921875,13800.0,30464.919921875
2017-05-22,30712.150390625,30516.869140625,30638.880859375,30570.970703125,11400.0,30570.970703125
2017-05-23,30610.640625,30316.919921875,30553.890625,30365.25,18700.0,30365.25
2017-05-24,30534.150390625,30247.599609375,30446.76953125,30301.640625,11300.0,30301.640625
2017-05-25,30793.4296875,30352.259765625,30374.810546875,30750.029296875,10000.0,30750.029296875
2017-05-26,31074.0703125,30745.5703125,30765.76953125,31028.2109375,14600.0,31028.2109375
2017-05-29,31214.390625,30869.900390625,30944.380859375,31109.279296875,14900.0,31109.279296875
2017-05-30,31220.380859375,31064.0390625,31111.73046875,31159.400390625,9600.0,31159.400390625
2017-05-31,31255.279296875,31107.48046875,31222.509765625,31145.80078125,13000.0,31145.80078125
2017-06-01,31213.119140625,31062.01953125,31117.08984375,31137.58984375,8300.0,31137.58984375
2017-06-02,31332.560546875,31190.400390625,31205.369140625,31273.2890625,8500.0,31273.2890625
2017-06-05,31355.419921875,31198.220703125,31274.740234375,31309.490234375,9000.0,31309.490234375
2017-06-06,31430.3203125,31172.55078125,31420.849609375,31190.560546875,13600.0,31190.560546875
2017-06-07,31346.990234375,31172.98046875,31252.7109375,31271.279296875,9500.0,31271.279296875
2017-06-08,31354.509765625,31193.76953125,31316.91015625,31213.359375,14000.0,31213.359375
2017-06-09,31289.990234375,31087.279296875,31196.859375,31262.060546875,9800.0,31262.060546875
2017-06-12,31225.4296875,31044.279296875,31225.4296875,31095.69921875,6800.0,31095.69921875
2017-06-13,31260.76953125,31062.33984375,31091.099609375,31103.490234375,13300.0,31103.490234375
2017-06-14,31190.359375,31054.939453125,31147.689453125,31155.91015625,12700.0,31155.91015625
2017-06-15,31229.439453125,31026.48046875,31222.890625,31075.73046875,12700.0,31075.73046875
2017-06-16,31182.73046875,31017.1796875,31160.470703125,31056.400390625,13300.0,31056.400390625
2017-06-19,31362.150390625,31163.349609375,31168.98046875,31311.5703125,7500.0,31311.5703125
2017-06-20,31392.529296875,31261.490234375,31392.529296875,31297.529296875,8100.0,31297.529296875
2017-06-21,31336.439453125,31193.609375,31302.1796875,31283.640625,35700.0,31283.640625
2017-06-22,31522.869140625,31255.630859375,31351.529296875,31290.740234375,10200.0,31290.740234375
2017-06-23,31365.390625,31110.390625,31352.5703125,31138.2109375,89700.0,31138.2109375
2017-06-27,31294.9609375,30847.080078125,31194.6796875,30958.25,15300.0,30958.25
2017-06-28,31000.48046875,30798.69921875,30988.869140625,30834.3203125,9900.0,30834.3203125
2017-06-29,31097.919921875,30794.609375,30910.970703125,30857.51953125,12300.0,30857.51953125
2017-06-30,30965.44921875,30680.66015625,30824.970703125,30921.609375,9200.0,30921.609375
2017-07-03,31258.330078125,31017.109375,31156.0390625,31221.619140625,8100.0,31221.619140625
2017-07-04,31353.4609375,31166.369140625,31331.2109375,31209.7890625,8700.0,31209.7890625
2017-07-05,31284.640625,31177.779296875,31272.720703125,31245.560546875,6500.0,31245.560546875
2017-07-06,31460.69921875,31264.859375,31298.419921875,31369.33984375,10100.0,31369.33984375
2017-07-07,31426.2890625,31286.619140625,31373.51953125,31360.630859375,6200.0,31360.630859375
2017-07-10,31768.390625,31471.41015625,31510.619140625,31715.640625,37900.0,31715.640625
2017-07-11,31885.109375,31718.48046875,31789.5,31747.08984375,9100.0,31747.08984375
2017-07-12,31865.689453125,31731.4296875,31813.240234375,31804.8203125,8300.0,31804.8203125
2017-07-13,32091.51953125,31892.630859375,31896.23046875,32037.380859375,10500.0,32037.380859375
2017-07-14,32109.75,31897.869140625,32099.9296875,32020.75,7200.0,32020.75
2017-07-17,32131.919921875,32037.2109375,32053.98046875,32074.779296875,10300.0,32074.779296875
2017-07-18,31911.609375,31626.439453125,31775.5390625,31710.990234375,21600.0,31710.990234375
2017-07-19,31978.890625,31793.720703125,31882.80078125,31955.349609375,11300.0,31955.349609375
2017-07-20,32057.119140625,31859.5,32033.8203125,31904.400390625,11200.0,31904.400390625
2017-07-21,32062.23046875,31808.9296875,32035.880859375,32028.890625,18000.0,32028.890625
2017-07-24,32320.859375,32058.330078125,32100.220703125,32245.869140625,11500.0,32245.869140625
2017-07-25,32374.30078125,32196.859375,32350.7109375,32228.26953125,14100.0,32228.26953125
2017-07-26,32413.630859375,32226.080078125,32255.990234375,32382.4609375,12400.0,32382.4609375
2017-07-27,32672.66015625,32325.330078125,32519.439453125,32383.30078125,10900.0,32383.30078125
2017-07-28,32381.359375,32104.66015625,32381.359375,32309.880859375,11300.0,32309.880859375
2017-07-31,32546.5,32324.44921875,32412.19921875,32514.939453125,13100.0,32514.939453125
2017-08-01,32632.01953125,32462.25,32579.80078125,32575.169921875,9000.0,32575.169921875
2017-08-02,32686.48046875,32394.890625,32641.580078125,32476.740234375,10500.0,32476.740234375
2017-08-03,32502.55078125,32194.580078125,32502.55078125,32237.880859375,12600.0,32237.880859375
2017-08-04,32352.189453125,32107.990234375,32191.119140625,32325.41015625,11300.0,32325.41015625
2017-08-07,32396.140625,32235.8203125,32377.80078125,32273.669921875,10400.0,32273.669921875
2017-08-08,32354.76953125,31915.19921875,32341.05078125,32014.189453125,9400.0,32014.189453125
2017-08-09,31967.279296875,31731.91015625,31926.140625,31797.83984375,9300.0,31797.83984375
2017-08-10,31756.26953125,31422.80078125,31750.73046875,31531.330078125,13000.0,31531.330078125
2017-08-11,31379.19921875,31128.01953125,31355.919921875,31213.58984375,15200.0,31213.58984375
2017-08-14,31526.400390625,31298.900390625,31299.51953125,31449.029296875,9700.0,31449.029296875
2017-08-16,31805.990234375,31399.349609375,31566.240234375,31770.890625,12500.0,31770.890625
2017-08-17,31937.509765625,31714.099609375,31919.169921875,31795.4609375,8500.0,31795.4609375
2017-08-18,31729.880859375,31349.130859375,31729.880859375,31524.6796875,16400.0,31524.6796875
2017-08-21,31641.810546875,31220.529296875,31609.9296875,31258.849609375,23600.0,31258.849609375
2017-08-22,31484.279296875,31241.5,31393.9296875,31291.849609375,10800.0,31291.849609375
2017-08-23,31593.390625,31379.25,31407.470703125,31568.009765625,10000.0,31568.009765625
2017-08-24,31678.189453125,31546.05078125,31673.439453125,31596.060546875,8900.0,31596.060546875
2017-08-28,31809.69921875,31701.669921875,31756.869140625,31750.8203125,10100.0,31750.8203125
2017-08-29,31739.80078125,31360.810546875,31724.83984375,31388.390625,6800.0,31388.390625
2017-08-30,31727.98046875,31533.01953125,31534.5703125,31646.4609375,5400.0,31646.4609375
2017-08-31,31757.1796875,31551.849609375,31685.439453125,31730.490234375,17900.0,31730.490234375
2017-09-01,31944.099609375,31707.26953125,31769.33984375,31892.23046875,6600.0,31892.23046875
2017-09-04,31932.19921875,31560.3203125,31932.19921875,31702.25,7600.0,31702.25
2017-09-05,31863.470703125,31674.23046875,31755.16015625,31809.55078125,8000.0,31809.55078125
2017-09-06,31727.849609375,31586.529296875,31713.5,31661.970703125,7400.0,31661.970703125
2017-09-07,31814.9609375,31620.439453125,31738.740234375,31662.740234375,10200.0,31662.740234375
2017-09-08,31763.69921875,31619.0,31694.150390625,31687.51953125,7800.0,31687.51953125
2017-09-11,31952.869140625,31797.890625,31798.310546875,31882.16015625,8700.0,31882.16015625
2017-09-12,32172.4609375,31950.240234375,32029.150390625,32158.66015625,7000.0,32158.66015625
2017-09-13,32348.30078125,32126.76953125,32188.94921875,32186.41015625,8900.0,32186.41015625
2017-09-14,32328.609375,32186.83984375,32289.259765625,32241.9296875,9100.0,32241.9296875
2017-09-15,32356.109375,32138.380859375,32207.630859375,32272.609375,8900.0,32272.609375
2017-09-18,32508.060546875,32361.25,32361.369140625,32423.759765625,9500.0,32423.759765625
2017-09-19,32524.109375,32358.630859375,32522.439453125,32402.369140625,57400.0,32402.369140625
2017-09-20,32499.880859375,32383.8203125,32467.099609375,32400.509765625,10500.0,32400.509765625
2017-09-21,32462.609375,32164.419921875,32406.419921875,32370.0390625,8700.0,32370.0390625
2017-09-22,32342.810546875,31886.08984375,32339.5,31922.439453125,9600.0,31922.439453125
2017-09-25,32016.51953125,31474.560546875,31986.400390625,31626.630859375,12200.0,31626.630859375
2017-09-26,31693.58984375,31455.650390625,31685.810546875,31599.759765625,10000.0,31599.759765625
2017-09-27,31797.4609375,31100.80078125,31785.240234375,31159.810546875,9800.0,31159.810546875
2017-09-28,31340.91015625,31081.830078125,31216.359375,31282.48046875,8300.0,31282.48046875
2017-09-29,31523.869140625,31243.7109375,31367.25,31283.720703125,7700.0,31283.720703125
2017-10-03,31615.279296875,31440.48046875,31537.810546875,31497.380859375,7100.0,31497.380859375
2017-10-04,31752.16015625,31457.779296875,31522.169921875,31671.7109375,5900.0,31671.7109375
2017-10-05,31772.41015625,31562.25,31725.849609375,31592.029296875,5900.0,31592.029296875
2017-10-06,31844.279296875,31632.810546875,31633.33984375,31814.220703125,8300.0,31814.220703125
2017-10-09,31935.630859375,31781.75,31862.19921875,31846.890625,5800.0,31846.890625
2017-10-10,31994.76953125,31896.900390625,31910.8203125,31924.41015625,7200.0,31924.41015625
2017-10-11,32098.4609375,31769.400390625,31975.58984375,31833.990234375,8600.0,31833.990234375
2017-10-12,32209.029296875,31813.669921875,31887.470703125,32182.220703125,7800.0,32182.220703125
2017-10-13,32508.58984375,32247.740234375,32247.740234375,32432.689453125,15500.0,32432.689453125
2017-10-16,32687.3203125,32445.4296875,32488.23046875,32633.640625,9200.0,32633.640625
2017-10-17,32699.859375,32556.740234375,32654.41015625,32609.16015625,5500.0,32609.16015625
2017-10-18,32670.3203125,32462.849609375,32518.560546875,32584.349609375,14100.0,32584.349609375
2017-10-19,32663.060546875,32319.369140625,32656.75,32389.9609375,2500.0,32389.9609375
2017-10-23,32614.890625,32312.740234375,32411.859375,32506.720703125,8400.0,32506.720703125
2017-10-24,32670.369140625,32502.080078125,32619.259765625,32607.33984375,8400.0,32607.33984375
2017-10-25,33117.328125,32804.6015625,32995.28125,33042.5,29900.0,33042.5
2017-10-26,33196.171875,32835.05859375,33025.171875,33147.12890625,15500.0,33147.12890625
2017-10-27,33286.51171875,33109.41015625,33228.3203125,33157.21875,18300.0,33157.21875
2017-10-30,33340.171875,33206.9296875,33260.1015625,33266.16015625,14000.0,33266.16015625
2017-10-31,33294.30078125,33164.28125,33254.9296875,33213.12890625,11500.0,33213.12890625
2017-11-01,33651.51953125,33340.62109375,33344.23046875,33600.26953125,14200.0,33600.26953125
2017-11-02,33657.5703125,33527.0,33615.83984375,33573.21875,12400.0,33573.21875
2017-11-03,33733.7109375,33531.94140625,33667.33984375,33685.55859375,199700.0,33685.55859375
2017-11-06,33848.421875,33582.37890625,33710.1484375,33731.19140625,13100.0,33731.19140625
2017-11-07,33865.94921875,33341.8203125,33781.01171875,33370.76171875,16300.0,33370.76171875
2017-11-08,33484.69921875,33157.6796875,33417.3515625,33218.80859375,283000.0,33218.80859375
2017-11-09,33463.80078125,33111.5390625,33376.62109375,33250.9296875,14100.0,33250.9296875
2017-11-10,33380.421875,33108.08984375,33235.75,33314.55859375,21200.0,33314.55859375
2017-11-13,33417.30078125,32999.98046875,33397.41015625,33033.55859375,18200.0,33033.55859375
2017-11-14,33126.55078125,32907.109375,32990.03125,32941.87109375,12000.0,32941.87109375
2017-11-15,32944.94140625,32683.58984375,32944.94140625,32760.439453125,11300.0,32760.439453125
2017-11-16,33165.1484375,32829.8203125,32829.8203125,33106.8203125,9600.0,33106.8203125
2017-11-17,33520.8203125,33278.91015625,33388.46875,33342.80078125,11300.0,33342.80078125
2017-11-20,33449.53125,33288.2109375,33365.83984375,33359.8984375,7900.0,33359.8984375
2017-11-21,33625.05078125,33437.609375,33438.28125,33478.3515625,14800.0,33478.3515625
2017-11-22,33654.53125,33465.23046875,33569.0703125,33561.55078125,13100.0,33561.55078125
2017-11-23,33670.19140625,33468.30078125,33575.91015625,33588.078125,7100.0,33588.078125
2017-11-24,33738.53125,33639.98046875,33670.0,33679.23828125,7800.0,33679.23828125
2017-11-27,33745.171875,33540.4609375,33640.51171875,33724.44140625,8900.0,33724.44140625
2017-11-28,33770.1484375,33576.6484375,33726.6484375,33618.58984375,8100.0,33618.58984375
2017-11-29,33728.80859375,33553.12109375,33664.26953125,33602.76171875,6600.0,33602.76171875
2017-11-30,33576.19921875,33108.71875,33542.5,33149.3515625,7400.0,33149.3515625
2017-12-01,33300.80859375,32797.78125,33247.66015625,32832.94140625,9200.0,32832.94140625
2017-12-04,33008.46875,32785.76171875,32968.01953125,32869.71875,9600.0,32869.71875
2017-12-05,32893.05078125,32682.51953125,32814.03125,32802.44140625,8600.0,32802.44140625
2017-12-06,32804.75,32565.16015625,32798.5,32597.1796875,9600.0,32597.1796875
2017-12-07,32992.44921875,32598.119140625,32615.05078125,32949.2109375,9500.0,32949.2109375
2017-12-08,33285.6796875,33034.19921875,33034.19921875,33250.30078125,14200.0,33250.30078125
2017-12-11,33535.96875,33313.171875,33317.71875,33455.7890625,12000.0,33455.7890625
2017-12-12,33458.41015625,33179.75,33426.58984375,33227.98828125,8200.0,33227.98828125
2017-12-13,33404.26171875,32988.8203125,33229.73046875,33053.0390625,24500.0,33053.0390625
2017-12-14,33321.51953125,32886.9296875,33114.69140625,33246.69921875,11200.0,33246.69921875
2017-12-15,33621.9609375,33405.8203125,33456.01953125,33462.96875,24200.0,33462.96875
2017-12-18,33801.8984375,32595.630859375,33364.51953125,33601.6796875,21100.0,33601.6796875
2017-12-19,33862.0703125,33666.62109375,33732.078125,33836.73828125,20600.0,33836.73828125
2017-12-20,33956.30859375,33754.94140625,33928.58984375,33777.37890625,7100.0,33777.37890625
2017-12-21,33860.98828125,33707.80078125,33826.25,33756.28125,9900.0,33756.28125
2017-12-22,33964.28125,33767.73046875,33768.46875,33940.30078125,7800.0,33940.30078125
2017-12-26,34061.87890625,33889.75,33980.76171875,34010.609375,12900.0,34010.609375
2017-12-27,34137.96875,33839.51171875,34087.3203125,33911.80859375,10900.0,33911.80859375
2017-12-28,34023.6484375,33752.03125,33928.859375,33848.03125,9500.0,33848.03125
2017-12-29,34086.05078125,33889.390625,33889.390625,34056.828125,12100.0,34056.828125
2018-01-01,34101.12890625,33766.1484375,34059.98828125,33812.75,7500.0,33812.75
2018-01-02,33964.140625,33703.37109375,33913.55078125,33812.26171875,10600.0,33812.26171875
2018-01-03,33998.37109375,33765.4296875,33929.609375,33793.37890625,9000.0,33793.37890625
2018-01-04,33995.3984375,33802.12890625,33912.48828125,33969.640625,10500.0,33969.640625
2018-01-05,34188.8515625,34020.83984375,34021.26953125,34153.8515625,14700.0,34153.8515625
2018-01-08,34385.671875,34216.328125,34216.328125,34352.7890625,13500.0,34352.7890625
2018-01-09,34488.03125,34343.41015625,34431.609375,34443.19140625,11200.0,34443.19140625
2018-01-10,34565.62890625,34311.62890625,34538.78125,34433.0703125,8500.0,34433.0703125
2018-01-11,34558.87890625,34400.609375,34471.48046875,34503.48828125,8100.0,34503.48828125
2018-01-12,34638.421875,34342.16015625,34578.98828125,34592.390625,7800.0,34592.390625
2018-01-15,34963.69140625,34687.2109375,34687.2109375,34843.51171875,14600.0,34843.51171875
2018-01-16,34936.03125,34735.55078125,34877.7109375,34771.05078125,53600.0,34771.05078125
2018-01-17,35118.609375,34700.8203125,34753.80078125,35081.8203125,35000.0,35081.8203125
2018-01-18,35507.359375,35166.44140625,35366.44921875,35260.2890625,15700.0,35260.2890625
2018-01-19,35542.171875,35221.16015625,35339.109375,35511.578125,35200.0,35511.578125
2018-01-22,35827.69921875,35544.6796875,35613.96875,35798.01171875,13700.0,35798.01171875
2018-01-23,36170.828125,35863.98046875,35868.19140625,36139.98046875,27000.0,36139.98046875
2018-01-24,36268.19140625,36036.51171875,36161.62109375,36161.640625,25200.0,36161.640625
2018-01-25,36247.01953125,35823.3515625,36208.390625,36050.44140625,15100.0,36050.44140625
2018-01-29,36443.98046875,36093.359375,36106.359375,36283.25,16900.0,36283.25
2018-01-30,36291.8203125,35993.41015625,36277.12109375,36033.73046875,18100.0,36033.73046875
2018-01-31,36050.69140625,35818.41015625,35951.640625,35965.01953125,11000.0,35965.01953125
2018-02-01,36256.828125,35501.73828125,36048.98828125,35906.66015625,25200.0,35906.66015625
2018-02-02,35738.12890625,35006.41015625,35707.6015625,35066.75,18000.0,35066.75
2018-02-05,34874.171875,34520.80078125,34718.8515625,34757.16015625,23500.0,34757.16015625
2018-02-06,34521.01171875,33482.80859375,33753.78125,34195.94140625,22900.0,34195.94140625
2018-02-07,34666.328125,34008.421875,34563.30078125,34082.7109375,13100.0,34082.7109375
2018-02-08,34634.3515625,34108.76171875,34208.109375,34413.16015625,35700.0,34413.16015625
2018-02-09,34070.73046875,33849.6484375,34002.44921875,34005.76171875,15200.0,34005.76171875
2018-02-12,34351.33984375,34115.12109375,34203.33984375,34300.46875,15500.0,34300.46875
2018-02-14,34473.4296875,34028.6796875,34436.98046875,34155.94921875,21100.0,34155.94921875
2018-02-15,34535.078125,34186.01171875,34207.5703125,34297.46875,13000.0,34297.46875
2018-02-16,34508.23828125,33957.328125,34411.23828125,34010.76171875,18000.0,34010.76171875
2018-02-19,34122.9609375,33554.37109375,34053.94921875,33774.66015625,18000.0,33774.66015625
2018-02-20,33960.94921875,33657.890625,33913.94140625,33703.58984375,19200.0,33703.58984375
2018-02-21,33911.359375,33702.5,33813.828125,33844.859375,17700.0,33844.859375
2018-02-22,33868.73828125,33691.421875,33817.08984375,33819.5,11800.0,33819.5
2018-02-23,34167.6015625,33832.0,33832.0,34142.1484375,21600.0,34142.1484375
2018-02-26,34483.390625,34225.71875,34225.71875,34445.75,8400.0,34445.75
2018-02-27,34610.7890625,34314.87109375,34558.55859375,34346.390625,12700.0,34346.390625
2018-02-28,34302.73828125,34076.44921875,34155.62890625,34184.0390625,12000.0,34184.0390625
2018-03-01,34278.62890625,34015.7890625,34141.21875,34046.94140625,11300.0,34046.94140625
2018-03-05,34034.28125,33653.41015625,34034.28125,33746.78125,16900.0,33746.78125
2018-03-06,34060.12890625,33209.76171875,34047.4296875,33317.19921875,11800.0,33317.19921875
2018-03-07,33331.2109375,32991.140625,33279.390625,33033.08984375,10700.0,33033.08984375
2018-03-08,33439.96875,33037.48046875,33244.51953125,33351.5703125,15500.0,33351.5703125
2018-03-09,33519.48828125,33256.421875,33465.05078125,33307.140625,8200.0,33307.140625
2018-03-12,33962.48046875,33468.16015625,33468.16015625,33917.94140625,12200.0,33917.94140625
2018-03-13,34077.3203125,33722.9609375,33818.21875,33856.78125,14300.0,33856.78125
2018-03-14,33875.1484375,33580.69140625,33733.55078125,33835.73828125,9300.0,33835.73828125
2018-03-15,33866.28125,33637.28125,33843.46875,33685.5390625,17300.0,33685.5390625
2018-03-16,33691.3203125,33119.921875,33685.859375,33176.0,12700.0,33176.0
2018-03-19,33275.7890625,32856.5390625,33268.96875,32923.12109375,9800.0,32923.12109375
2018-03-20,33102.73828125,32810.859375,32876.48046875,32996.76171875,14600.0,32996.76171875
2018-03-21,33354.9296875,33070.53125,33090.8203125,33136.1796875,10100.0,33136.1796875
2018-03-22,33281.76953125,32963.30859375,33206.98828125,33006.26953125,12900.0,33006.26953125
